,filenames,labels
24801,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101015.mp3,Chinese
24802,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101020.mp3,Chinese
24803,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101147.mp3,Chinese
24804,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101126.mp3,Chinese
24805,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101148.mp3,Chinese
24806,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101206.mp3,Chinese
24807,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101227.mp3,Chinese
24808,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101230.mp3,Chinese
24809,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101326.mp3,Chinese
24810,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101369.mp3,Chinese
24811,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101277.mp3,Chinese
24812,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101304.mp3,Chinese
24813,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101422.mp3,Chinese
24814,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101737.mp3,Chinese
24815,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101807.mp3,Chinese
24816,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101862.mp3,Chinese
24817,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23102064.mp3,Chinese
24818,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101974.mp3,Chinese
24819,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23101976.mp3,Chinese
24820,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23102303.mp3,Chinese
24821,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23102220.mp3,Chinese
24822,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23102366.mp3,Chinese
24823,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104238.mp3,Chinese
24824,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104552.mp3,Chinese
24825,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104602.mp3,Chinese
24826,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104615.mp3,Chinese
24827,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104682.mp3,Chinese
24828,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104853.mp3,Chinese
24829,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104926.mp3,Chinese
24830,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23104807.mp3,Chinese
24831,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105012.mp3,Chinese
24832,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105232.mp3,Chinese
24833,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105122.mp3,Chinese
24834,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105177.mp3,Chinese
24835,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105351.mp3,Chinese
24836,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105483.mp3,Chinese
24837,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23105642.mp3,Chinese
24838,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106276.mp3,Chinese
24839,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106439.mp3,Chinese
24840,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106393.mp3,Chinese
24841,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106444.mp3,Chinese
24842,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106391.mp3,Chinese
24843,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106775.mp3,Chinese
24844,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106708.mp3,Chinese
24845,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106701.mp3,Chinese
24846,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106765.mp3,Chinese
24847,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23106985.mp3,Chinese
24848,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107444.mp3,Chinese
24849,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107422.mp3,Chinese
24850,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107701.mp3,Chinese
24851,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107702.mp3,Chinese
24852,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107628.mp3,Chinese
24853,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107741.mp3,Chinese
24854,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107737.mp3,Chinese
24855,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23107878.mp3,Chinese
24856,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23108061.mp3,Chinese
24857,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23108612.mp3,Chinese
24858,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23108891.mp3,Chinese
24859,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23109002.mp3,Chinese
24860,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23108999.mp3,Chinese
24861,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23108952.mp3,Chinese
24862,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23108946.mp3,Chinese
24863,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23109180.mp3,Chinese
24864,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23109181.mp3,Chinese
24865,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23110158.mp3,Chinese
24866,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23110274.mp3,Chinese
24867,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23110275.mp3,Chinese
24868,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23110224.mp3,Chinese
24869,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23110347.mp3,Chinese
24870,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23110823.mp3,Chinese
24871,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23111053.mp3,Chinese
24872,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23111098.mp3,Chinese
24873,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23111096.mp3,Chinese
24874,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23111787.mp3,Chinese
24875,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23111769.mp3,Chinese
24876,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23116847.mp3,Chinese
24877,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23116846.mp3,Chinese
24878,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23116862.mp3,Chinese
24879,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23116870.mp3,Chinese
24880,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117008.mp3,Chinese
24881,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117011.mp3,Chinese
24882,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23116958.mp3,Chinese
24883,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117111.mp3,Chinese
24884,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23116962.mp3,Chinese
24885,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117181.mp3,Chinese
24886,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117214.mp3,Chinese
24887,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117307.mp3,Chinese
24888,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117404.mp3,Chinese
24889,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117385.mp3,Chinese
24890,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117516.mp3,Chinese
24891,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117489.mp3,Chinese
24892,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117471.mp3,Chinese
24893,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117487.mp3,Chinese
24894,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117491.mp3,Chinese
24895,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117536.mp3,Chinese
24896,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117422.mp3,Chinese
24897,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23117557.mp3,Chinese
24898,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23119058.mp3,Chinese
24899,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23119063.mp3,Chinese
24900,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23124284.mp3,Chinese
24901,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23124603.mp3,Chinese
24902,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23124739.mp3,Chinese
24903,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23124741.mp3,Chinese
24904,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23125250.mp3,Chinese
24905,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23125324.mp3,Chinese
24906,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23127441.mp3,Chinese
24907,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23127886.mp3,Chinese
24908,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23139007.mp3,Chinese
24909,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23140071.mp3,Chinese
24910,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23141611.mp3,Chinese
24911,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23143241.mp3,Chinese
24912,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23143213.mp3,Chinese
24913,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23151788.mp3,Chinese
24914,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23159826.mp3,Chinese
24915,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23160209.mp3,Chinese
24916,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23160212.mp3,Chinese
24917,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166331.mp3,Chinese
24918,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166373.mp3,Chinese
24919,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166427.mp3,Chinese
24920,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166381.mp3,Chinese
24921,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166337.mp3,Chinese
24922,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166587.mp3,Chinese
24923,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166706.mp3,Chinese
24924,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166598.mp3,Chinese
24925,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166874.mp3,Chinese
24926,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166771.mp3,Chinese
24927,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166875.mp3,Chinese
24928,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166811.mp3,Chinese
24929,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166807.mp3,Chinese
24930,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166769.mp3,Chinese
24931,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23166772.mp3,Chinese
24932,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23167027.mp3,Chinese
24933,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23167056.mp3,Chinese
24934,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23167131.mp3,Chinese
24935,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23167152.mp3,Chinese
24936,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23169451.mp3,Chinese
24937,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23169403.mp3,Chinese
24938,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23169470.mp3,Chinese
24939,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23169449.mp3,Chinese
24940,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171090.mp3,Chinese
24941,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171310.mp3,Chinese
24942,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171256.mp3,Chinese
24943,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171306.mp3,Chinese
24944,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171460.mp3,Chinese
24945,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171422.mp3,Chinese
24946,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23171459.mp3,Chinese
24947,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23172754.mp3,Chinese
24948,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23172864.mp3,Chinese
24949,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173003.mp3,Chinese
24950,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173075.mp3,Chinese
24951,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173062.mp3,Chinese
24952,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173142.mp3,Chinese
24953,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173256.mp3,Chinese
24954,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173253.mp3,Chinese
24955,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23173496.mp3,Chinese
24956,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23204285.mp3,Chinese
24957,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23223615.mp3,Chinese
24958,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23223605.mp3,Chinese
24959,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23224025.mp3,Chinese
24960,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23224276.mp3,Chinese
24961,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23232429.mp3,Chinese
24962,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23233321.mp3,Chinese
24963,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23236077.mp3,Chinese
24964,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23236079.mp3,Chinese
24965,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237904.mp3,Chinese
24966,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237892.mp3,Chinese
24967,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237891.mp3,Chinese
24968,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237905.mp3,Chinese
24969,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238031.mp3,Chinese
24970,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238023.mp3,Chinese
24971,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237998.mp3,Chinese
24972,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238012.mp3,Chinese
24973,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237941.mp3,Chinese
24974,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238070.mp3,Chinese
24975,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238072.mp3,Chinese
24976,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23237972.mp3,Chinese
24977,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238068.mp3,Chinese
24978,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238027.mp3,Chinese
24979,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238112.mp3,Chinese
24980,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238119.mp3,Chinese
24981,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238148.mp3,Chinese
24982,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238149.mp3,Chinese
24983,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238092.mp3,Chinese
24984,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238165.mp3,Chinese
24985,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238093.mp3,Chinese
24986,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238117.mp3,Chinese
24987,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238214.mp3,Chinese
24988,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238155.mp3,Chinese
24989,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238129.mp3,Chinese
24990,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238252.mp3,Chinese
24991,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238238.mp3,Chinese
24992,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238125.mp3,Chinese
24993,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238281.mp3,Chinese
24994,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238434.mp3,Chinese
24995,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238322.mp3,Chinese
24996,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238493.mp3,Chinese
24997,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23238460.mp3,Chinese
24998,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23239547.mp3,Chinese
24999,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_23239834.mp3,Chinese
25000,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428316.mp3,Chinese
25001,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428281.mp3,Chinese
25002,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428315.mp3,Chinese
25003,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428270.mp3,Chinese
25004,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428577.mp3,Chinese
25005,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428565.mp3,Chinese
25006,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428669.mp3,Chinese
25007,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428637.mp3,Chinese
25008,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428626.mp3,Chinese
25009,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428777.mp3,Chinese
25010,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428741.mp3,Chinese
25011,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428742.mp3,Chinese
25012,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428754.mp3,Chinese
25013,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22428804.mp3,Chinese
25014,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429062.mp3,Chinese
25015,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429126.mp3,Chinese
25016,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429414.mp3,Chinese
25017,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429386.mp3,Chinese
25018,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429405.mp3,Chinese
25019,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429368.mp3,Chinese
25020,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429360.mp3,Chinese
25021,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429505.mp3,Chinese
25022,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429490.mp3,Chinese
25023,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429448.mp3,Chinese
25024,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429737.mp3,Chinese
25025,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429735.mp3,Chinese
25026,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429949.mp3,Chinese
25027,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429918.mp3,Chinese
25028,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22429974.mp3,Chinese
25029,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430033.mp3,Chinese
25030,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430012.mp3,Chinese
25031,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430092.mp3,Chinese
25032,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430070.mp3,Chinese
25033,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430236.mp3,Chinese
